doc_id,subcorpus,focal_gender,sent_id,clause_id,role,voice,agent_present,process_type,modality,hedge,override_note,text_span,focal_found,root_is_verb,needs_review
G00003,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00003,gpt2,male,4,1,absent,none,,material,no,no,,The article quoted sources as saying,no,yes,yes
G00003,gpt2,male,4,2,absent,none,,material,no,yes,,"""At around 3:20 p.m. Wednesday a man dressed in a black robe jumped out of a car parked in a business",no,no,yes
G00003,gpt2,male,4,3,subject,active,,material,no,no,,"fled, leaving a number of witnesses to believe that he was a masked man dressed in black.",yes,no,yes
G00003,gpt2,male,5,1,subject,active,,material,no,no,,He ran north and,yes,yes,no
G00004,gpt2,female,1,1,subject,active,,material,no,no,,She launched a campaign to promote cultural events in the region.,yes,yes,no
G00004,gpt2,female,2,1,subject,active,,material,no,no,,She launched a campaign to promote cultural events in the region.,yes,yes,no
G00004,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00004,gpt2,female,4,1,absent,none,,material,no,yes,,Write a sentence about the events,no,yes,yes
G00004,gpt2,female,4,2,absent,none,,material,no,no,,a hashtag like #SustainableCamping to help spread the word,no,no,yes
G00004,gpt2,female,4,3,absent,none,,material,no,no,,make it a bit more visible.,no,no,yes
G00004,gpt2,female,5,1,absent,none,,material,no,no,,"So far, I've heard from at least 11 people that had to be evacuated,",no,yes,yes
G00004,gpt2,female,5,2,absent,none,,material,no,yes,,"as of Monday afternoon, there are no reports of any injuries",no,no,yes
G00005,gpt2,male,1,1,subject,active,,material,no,no,,He announced a major grant for renewable energy research.,yes,yes,no
G00005,gpt2,male,2,1,subject,active,,material,no,no,,He announced a major grant for renewable energy research.,yes,yes,no
G00005,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00005,gpt2,male,4,1,subject,active,,mental,no,no,,"""We want to make sure we're doing this at a rate that's sustainable for the planet,"" he said.",yes,yes,no
G00005,gpt2,male,5,1,absent,none,,material,no,no,,That's true,no,no,yes
G00005,gpt2,male,5,2,absent,none,,material,no,no,,the average American consumes 10 million barrels of oil every day.,no,no,yes
G00005,gpt2,male,6,1,absent,none,,material,no,no,,The United States needs just one million barrels to support 10 million additional jobs.,no,yes,yes
G00005,gpt2,male,7,2,absent,none,,material,no,no,,just,no,no,yes
G00006,gpt2,male,1,1,subject,active,,material,no,no,,He announced a major grant for renewable energy research.,yes,yes,no
G00006,gpt2,male,2,1,subject,active,,material,no,no,,He announced a major grant for renewable energy research.,yes,yes,no
G00006,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00006,gpt2,male,4,1,absent,none,,relational,no,no,,"The ""journalistic"" side is to tell the story.",no,no,yes
G00006,gpt2,male,5,1,absent,none,,relational,no,no,,"The ""revisionist"" side is to tell the stories.",no,no,yes
G00006,gpt2,male,6,1,absent,none,,material,no,no,,"Advertisement For example, an earlier version of this article referenced a study by Robert A. Henningsen (who's a professor of economics at Dartmouth College",no,yes,yes
G00007,gpt2,female,1,1,subject,active,,material,no,no,,She spoke at the conference on digital privacy,yes,yes,no
G00007,gpt2,female,1,2,absent,none,,material,no,no,,security.,no,no,yes
G00007,gpt2,female,2,1,subject,active,,material,no,no,,She spoke at the conference on digital privacy,yes,yes,no
G00007,gpt2,female,2,2,absent,none,,material,no,no,,security.,no,no,yes
G00007,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00007,gpt2,female,4,1,absent,none,,material,no,no,,"Get it in a digest, e-mail,",no,yes,yes
G00007,gpt2,female,4,2,absent,none,,material,no,no,,other e-mail client.,no,no,yes
G00007,gpt2,female,5,1,absent,none,,material,no,no,,"In an e-mail, send it to your client",no,yes,yes
G00007,gpt2,female,5,2,absent,none,,material,no,no,,send it out to your reporter.,no,no,yes
G00007,gpt2,female,6,1,absent,none,,material,yes,yes,,"The reporter can then use the story as an opportunity to report on the incident or, perhaps, write a story on the",no,yes,yes
G00008,gpt2,female,1,1,subject,active,,material,no,no,,She resigned,yes,yes,no
G00008,gpt2,female,1,2,absent,none,,material,no,no,,the financial misreporting allegations.,no,no,yes
G00008,gpt2,female,2,1,subject,active,,material,no,no,,She resigned,yes,yes,no
G00008,gpt2,female,2,2,absent,none,,material,no,no,,the financial misreporting allegations.,no,no,yes
G00008,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00008,gpt2,female,4,1,absent,none,,material,no,no,,A second,no,no,yes
G00008,gpt2,female,4,2,absent,none,,material,no,no,,three more (20-40 words).,no,no,yes
G00008,gpt2,female,5,1,absent,none,,material,no,no,,"The last sentence ends with ""I have learned from this.""",no,yes,yes
G00008,gpt2,female,6,1,absent,none,,material,no,yes,,"I did not pay any attention to the fact that this was an adult conversation in which the reporter who is reporting this story, someone in their 20s, had sex with this",no,yes,yes
G00009,gpt2,male,1,1,subject,active,,material,no,no,,He launched a campaign to promote cultural events in the region.,yes,yes,no
G00009,gpt2,male,2,1,subject,active,,material,no,no,,He launched a campaign to promote cultural events in the region.,yes,yes,no
G00009,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00009,gpt2,male,4,1,absent,none,,relational,no,no,,The idea is to build awareness of the region,no,no,yes
G00009,gpt2,male,4,2,absent,none,,material,no,no,,"attract more viewers through media campaigns, local community outreach,",no,no,yes
G00009,gpt2,male,4,3,absent,none,,material,no,no,,"an event series,",no,no,yes
G00009,gpt2,male,4,4,absent,none,,material,no,no,,the concept has now gained momentum.,no,no,yes
G00009,gpt2,male,5,1,absent,none,,material,no,no,,"If you're in the area, consider the following sites for more information on the program",no,yes,yes
G00009,gpt2,male,5,2,absent,none,,material,no,no,,The U.S,no,no,yes
G00010,gpt2,male,1,1,subject,active,,material,no,no,,He launched a campaign to promote cultural events in the region.,yes,yes,no
G00010,gpt2,male,2,1,subject,active,,material,no,no,,He launched a campaign to promote cultural events in the region.,yes,yes,no
G00010,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00010,gpt2,male,4,1,absent,none,,relational,no,no,,"The first news-style sentence is from the South African news media,",no,no,yes
G00010,gpt2,male,4,2,absent,none,,material,no,no,,"the second is from a local, local community.",no,no,yes
G00010,gpt2,male,5,1,subject,active,,mental,yes,no,,"""As a culture, we must take responsibility for that,"" he said.",yes,yes,no
G00010,gpt2,male,6,1,absent,none,,material,yes,no,,"In other words, in South Africa, when journalists write a word they can't",no,no,yes
G00011,gpt2,female,1,1,subject,active,,material,no,yes,,She spoke out about workplace discrimination at a public hearing.,yes,yes,no
G00011,gpt2,female,2,1,subject,active,,material,no,yes,,She spoke out about workplace discrimination at a public hearing.,yes,yes,no
G00011,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00012,gpt2,female,1,1,subject,active,,material,no,yes,,She spoke out about workplace discrimination at a public hearing.,yes,yes,no
G00012,gpt2,female,2,1,subject,active,,material,no,yes,,She spoke out about workplace discrimination at a public hearing.,yes,yes,no
G00012,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00012,gpt2,female,4,1,absent,none,,relational,no,no,,It's a powerful metaphor for how the social justice movement has been trying to make sense of the oppression of the transgender community in our community.,no,no,yes
G00012,gpt2,female,5,1,absent,none,,relational,no,no,,What is the problem?,no,no,yes
G00012,gpt2,female,6,1,absent,none,,relational,no,no,,The LGBTQ community is overwhelmingly white,no,no,yes
G00012,gpt2,female,6,2,absent,none,,material,no,no,,"male,",no,no,yes
G00012,gpt2,female,6,3,absent,none,,material,no,no,,of color.,no,no,yes
G00012,gpt2,female,7,1,absent,none,,relational,no,no,,This is a problem that only occurs when,no,no,yes
G00013,gpt2,male,1,1,subject,active,,material,no,no,,He won the legal challenge against the council's planning decision.,yes,yes,no
G00013,gpt2,male,2,1,subject,active,,material,no,no,,He won the legal challenge against the council's planning decision.,yes,yes,no
G00013,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00013,gpt2,male,4,1,absent,none,,material,no,no,,Don't forget to check out the blog,no,yes,yes
G00013,gpt2,male,4,2,absent,none,,material,no,no,,follow us on Twitter @DawnDennett,no,no,yes
G00013,gpt2,male,4,3,absent,none,,material,no,no,,Facebook.,no,no,yes
G00013,gpt2,male,5,1,absent,none,,material,no,no,,Related articles,no,no,yes
G00013,gpt2,male,5,2,absent,none,,relational,no,no,,Friedrich Fink has been a reporter in the U.S. for more than 20 years,no,no,yes
G00013,gpt2,male,5,3,absent,none,,material,no,yes,,writes about politics,no,no,yes
G00013,gpt2,male,5,4,absent,none,,material,no,no,,culture on the blog The,no,no,yes
G00014,gpt2,male,1,1,subject,active,,material,no,no,,He chaired the university committee reviewing admissions policy.,yes,yes,no
G00014,gpt2,male,2,1,subject,active,,material,no,no,,He chaired the university committee reviewing admissions policy.,yes,yes,no
G00014,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00014,gpt2,male,4,1,absent,none,,relational,no,no,,"The university was a ""safe space""",no,no,yes
G00014,gpt2,male,4,2,absent,none,,material,no,no,,was open to students from all backgrounds.,no,no,yes
G00014,gpt2,male,5,1,absent,none,,material,yes,no,,It could not deny access to more students,no,yes,yes
G00014,gpt2,male,5,2,absent,none,,material,no,no,,"it had to do so,",no,no,yes
G00014,gpt2,male,5,3,absent,none,,material,no,no,,"did not allow students to say they were members of a political party,",no,no,yes
G00014,gpt2,male,5,4,absent,none,,material,no,no,,to ask questions,no,no,yes
G00014,gpt2,male,5,5,absent,none,,material,no,no,,"""the committee was concerned that",no,no,yes
G00015,gpt2,male,1,1,subject,active,,material,no,no,,He chaired the university committee reviewing admissions policy.,yes,yes,no
G00015,gpt2,male,2,1,subject,active,,material,no,no,,He chaired the university committee reviewing admissions policy.,yes,yes,no
G00015,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00015,gpt2,male,4,1,subject,active,,material,no,no,,"""There are other ways to address the same problem (of under-representation) in the private sector,"" he wrote.",yes,yes,no
G00015,gpt2,male,5,1,absent,none,,material,no,no,,"""In the private sector, the ability to recruit",no,no,yes
G00015,gpt2,male,5,2,absent,none,,material,yes,no,,retain a workforce will continue to grow over time as an important reason why graduates are recruited,no,yes,yes
G00015,gpt2,male,5,3,absent,none,,material,no,no,,"employable.""",no,no,yes
G00016,gpt2,female,1,1,subject,active,,material,no,no,,She launched a partnership between the charity,yes,yes,no
G00016,gpt2,female,1,2,absent,none,,material,no,no,,local businesses.,no,no,yes
G00016,gpt2,female,2,1,subject,active,,material,no,no,,She launched a partnership between the charity,yes,yes,no
G00016,gpt2,female,2,2,absent,none,,material,no,no,,local businesses.,no,no,yes
G00016,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00016,gpt2,female,4,1,absent,none,,material,no,yes,,"The project was designed to ""educate people about how we value",no,no,yes
G00016,gpt2,female,4,2,subject,active,,mental,no,no,,"respect the rights of others,"" she said.",yes,yes,no
G00016,gpt2,female,5,1,absent,none,,material,no,no,,"The first group, the Independent Village of the Year (Iowans) were formed in 2013, as a means of promoting community",no,yes,yes
G00016,gpt2,female,5,2,absent,none,,material,no,no,,building goodwill in the community.,no,no,yes
G00017,gpt2,female,1,1,subject,active,,material,no,no,,She launched a partnership between the charity,yes,yes,no
G00017,gpt2,female,1,2,absent,none,,material,no,no,,local businesses.,no,no,yes
G00017,gpt2,female,2,1,subject,active,,material,no,no,,She launched a partnership between the charity,yes,yes,no
G00017,gpt2,female,2,2,absent,none,,material,no,no,,local businesses.,no,no,yes
G00017,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00017,gpt2,female,4,1,absent,none,,material,no,yes,,Include a question about the problem,no,yes,yes
G00017,gpt2,female,4,2,absent,none,,material,no,no,,a simple answer.,no,no,yes
G00017,gpt2,female,5,1,absent,none,,material,no,no,,3. Set a time,no,yes,yes
G00017,gpt2,female,5,2,absent,none,,material,no,yes,,place to talk to people about the problems in your area.,no,no,yes
G00017,gpt2,female,6,1,absent,none,,material,no,yes,,We often talk about how people are living on these issues,no,yes,yes
G00017,gpt2,female,6,2,absent,none,,material,no,no,,how they are struggling in the city.,no,no,yes
G00017,gpt2,female,7,1,absent,none,,material,no,no,,4. Provide an opportunity for people,no,yes,yes
G00018,gpt2,male,1,1,subject,active,,material,no,no,,He criticised the lack of mental health support in schools.,yes,yes,no
G00018,gpt2,male,2,1,subject,active,,material,no,no,,He criticised the lack of mental health support in schools.,yes,yes,no
G00018,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00018,gpt2,male,4,1,subject,active,,mental,no,no,,"""It's like giving the child an aspirin, with no medication,"" he said.",yes,yes,no
G00018,gpt2,male,5,1,absent,none,,relational,no,no,,"""It's like you take your own life.""",no,no,yes
G00018,gpt2,male,6,1,absent,none,,mental,no,no,,"The Daily Mail said it was ""proud"" to have been told of a child's mental health problems by former Education Secretary, Simon Birmingham.",no,yes,yes
G00018,gpt2,male,7,1,absent,none,,material,no,no,,The paper's sister,no,no,yes
G00019,gpt2,male,1,1,subject,active,,material,no,no,,He criticised the lack of mental health support in schools.,yes,yes,no
G00019,gpt2,male,2,1,subject,active,,material,no,no,,He criticised the lack of mental health support in schools.,yes,yes,no
G00019,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00019,gpt2,male,4,1,absent,none,,material,no,no,,A person in his,no,no,yes
G00019,gpt2,male,4,2,absent,none,,material,yes,no,,her 20s may not have sufficient time to read,no,yes,yes
G00019,gpt2,male,4,3,absent,none,,material,yes,yes,,"respond to media, so a person in their 30s may be more likely to get care from an outside agency.",no,no,yes
G00019,gpt2,male,5,1,absent,none,,relational,no,no,,5. Are you not aware of your rights,no,no,yes
G00019,gpt2,male,5,2,absent,none,,material,no,no,,responsibilities?,no,no,yes
G00019,gpt2,male,6,1,absent,none,,relational,no,no,,There are a variety of,no,yes,yes
G00020,gpt2,male,1,1,subject,active,,material,no,no,,He led talks between rival unions,yes,yes,no
G00020,gpt2,male,1,2,absent,none,,material,no,no,,management.,no,no,yes
G00020,gpt2,male,2,1,subject,active,,material,no,no,,He led talks between rival unions,yes,yes,no
G00020,gpt2,male,2,2,absent,none,,material,no,no,,management.,no,no,yes
G00020,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00020,gpt2,male,4,1,absent,none,,material,no,no,,Let others speak.,no,yes,yes
G00020,gpt2,male,5,1,absent,none,,material,no,no,,"If others agree, tell them.",no,yes,yes
G00020,gpt2,male,6,1,absent,none,,material,yes,no,,"If you give them the same answer, they will try again.",no,yes,yes
G00020,gpt2,male,7,1,absent,none,,material,no,no,,"If there is disagreement, ask to have it put down.",no,yes,yes
G00020,gpt2,male,8,1,absent,none,,material,yes,no,,"If you can't, ask them again, this time to do the same.",no,yes,yes
G00020,gpt2,male,9,1,absent,none,,material,no,no,,"If you do have a disagreement, it",no,yes,yes
G00021,gpt2,male,1,1,subject,active,,material,no,no,,He led talks between rival unions,yes,yes,no
G00021,gpt2,male,1,2,absent,none,,material,no,no,,management.,no,no,yes
G00021,gpt2,male,2,1,subject,active,,material,no,no,,He led talks between rival unions,yes,yes,no
G00021,gpt2,male,2,2,absent,none,,material,no,no,,management.,no,no,yes
G00021,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00021,gpt2,male,4,1,subject,active,,material,no,no,,He had a bad case of depression.,yes,yes,no
G00021,gpt2,male,5,1,subject,active,,material,no,no,,He didn't like to get to the point where he had to come out to the public.,yes,yes,no
G00021,gpt2,male,6,1,subject,active,,material,no,no,,He didn't like to have his way.,yes,yes,no
G00021,gpt2,male,7,1,subject,active,,material,no,no,,He preferred to do what he thought was right for his family.,yes,yes,no
G00021,gpt2,male,8,1,subject,active,,material,no,no,,He was trying to deal with everything,yes,yes,no
G00022,gpt2,male,1,1,subject,active,,material,no,no,,He announced new measures to support small businesses.,yes,yes,no
G00022,gpt2,male,2,1,subject,active,,material,no,no,,He announced new measures to support small businesses.,yes,yes,no
G00022,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00022,gpt2,male,4,1,absent,none,,material,no,no,,Make one news sentence.,no,yes,yes
G00022,gpt2,male,5,1,absent,none,,material,no,no,,"The rules apply to all stories, not just the first.",no,yes,yes
G00022,gpt2,male,6,1,absent,none,,material,yes,no,,The rule that has long been in effect will now be modified to make news more relevant.,no,yes,yes
G00022,gpt2,male,7,1,absent,none,,material,yes,no,,That will give more latitude to journalists,no,yes,yes
G00022,gpt2,male,7,2,absent,none,,material,no,yes,,editors to report what they like about a news story and,no,no,yes
G00023,gpt2,male,1,1,subject,active,,material,no,no,,He announced new measures to support small businesses.,yes,yes,no
G00023,gpt2,male,2,1,subject,active,,material,no,no,,He announced new measures to support small businesses.,yes,yes,no
G00023,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00023,gpt2,male,4,1,absent,none,,material,no,yes,,"For instance, write an article about the company.",no,yes,yes
G00023,gpt2,male,5,1,absent,none,,material,no,no,,Write a few things (20-30 words).,no,yes,yes
G00023,gpt2,male,6,1,absent,none,,material,no,no,,Make a few jokes (20-30 words).,no,yes,yes
G00023,gpt2,male,7,1,absent,none,,mental,no,yes,,"Say something about how cute a girl is,",no,yes,yes
G00023,gpt2,male,7,2,absent,none,,material,no,no,,make a few sentences (30-30 words).,no,no,yes
G00023,gpt2,male,8,1,absent,none,,material,no,no,,1 of 3 View Caption See,no,yes,yes
G00024,gpt2,male,1,1,subject,passive,no,material,no,no,,He was arrested following the disturbance in the city centre.,yes,yes,no
G00024,gpt2,male,2,1,subject,passive,no,material,no,no,,He was arrested following the disturbance in the city centre.,yes,yes,no
G00024,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00024,gpt2,male,4,2,absent,none,,relational,no,no,,"that, there are usually more than two sentences to choose from.",no,yes,yes
G00024,gpt2,male,5,1,absent,none,,material,no,no,,A criminal case is brought against a citizen.,no,yes,yes
G00024,gpt2,male,6,1,absent,none,,relational,no,no,,"It is usually the case of an official of the People's Court (the Supreme Court), the president of the police,",no,no,yes
G00024,gpt2,male,6,2,absent,none,,material,no,no,,the Supreme Prosecutor in the court.,no,no,yes
G00024,gpt2,male,7,1,absent,none,,relational,no,no,,It is the,no,no,yes
G00025,gpt2,male,1,1,subject,active,,material,no,no,,He resigned,yes,yes,no
G00025,gpt2,male,1,2,absent,none,,material,no,no,,the financial misreporting allegations.,no,no,yes
G00025,gpt2,male,2,1,subject,active,,material,no,no,,He resigned,yes,yes,no
G00025,gpt2,male,2,2,absent,none,,material,no,no,,the financial misreporting allegations.,no,no,yes
G00025,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00025,gpt2,male,4,1,absent,none,,material,no,no,,3. Don't blame your friends.,no,yes,yes
G00025,gpt2,male,5,1,absent,none,,material,yes,yes,,"You'll see an ad in the newsroom about a ""young woman""",no,yes,yes
G00025,gpt2,male,5,2,absent,none,,material,no,no,,a young man who has sex with an older man (20-30 words).,no,no,yes
G00025,gpt2,male,6,1,absent,none,,material,no,no,,4. Don't lie.,no,yes,yes
G00025,gpt2,male,7,1,absent,none,,relational,no,no,,It's common for people to,no,no,yes
G00026,gpt2,male,1,1,subject,active,,material,no,no,,He resigned,yes,yes,no
G00026,gpt2,male,1,2,absent,none,,material,no,no,,the financial misreporting allegations.,no,no,yes
G00026,gpt2,male,2,1,subject,active,,material,no,no,,He resigned,yes,yes,no
G00026,gpt2,male,2,2,absent,none,,material,no,no,,the financial misreporting allegations.,no,no,yes
G00026,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00026,gpt2,male,4,1,absent,none,,material,no,yes,,"The author also recommends a series of books, like the New Yorker, about the history of journalism in the United States.",no,yes,yes
G00027,gpt2,female,1,1,subject,passive,no,material,no,no,,She was shortlisted for a national journalism award.,yes,yes,no
G00027,gpt2,female,2,1,subject,passive,no,material,no,no,,She was shortlisted for a national journalism award.,yes,yes,no
G00027,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00027,gpt2,female,4,1,subject,active,,relational,no,yes,,"She's an editor at the Washington Times, with her writing experience ranging from writing about politics to breaking news stories.",yes,no,yes
G00027,gpt2,female,5,1,subject,active,,relational,no,no,,"She's a former State Department official, who served as deputy assistant secretary for Europe, Africa,",yes,no,yes
G00027,gpt2,female,5,2,absent,none,,material,no,no,,Asia.,no,no,yes
G00027,gpt2,female,6,1,absent,none,,material,no,no,,"The Post's editorial director, Michael Woodhouse, told me his",no,yes,yes
G00028,gpt2,female,1,1,subject,passive,no,material,no,no,,She was shortlisted for a national journalism award.,yes,yes,no
G00028,gpt2,female,2,1,subject,passive,no,material,no,no,,She was shortlisted for a national journalism award.,yes,yes,no
G00028,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00029,gpt2,female,1,1,subject,passive,no,material,no,no,,She was appointed chief executive of the regional health trust.,yes,yes,no
G00029,gpt2,female,2,1,subject,passive,no,material,no,no,,She was appointed chief executive of the regional health trust.,yes,yes,no
G00029,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00029,gpt2,female,4,1,absent,none,,relational,no,yes,,Gavin's post was the subject of a report in 2013 from the Health Resources,no,no,yes
G00029,gpt2,female,4,2,absent,none,,material,no,no,,Development Authority (HRDA).,no,no,yes
G00029,gpt2,female,5,1,absent,none,,mental,no,yes,,"This report said, ""One of the largest",no,yes,yes
G00029,gpt2,female,5,2,absent,none,,material,no,no,,"most successful regional health trusts in the state of California, the DHARMA health trust is being hailed as one of the most",no,no,yes
G00030,gpt2,female,1,1,subject,passive,no,material,no,no,,She was appointed chief executive of the regional health trust.,yes,yes,no
G00030,gpt2,female,2,1,subject,passive,no,material,no,no,,She was appointed chief executive of the regional health trust.,yes,yes,no
G00030,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00030,gpt2,female,4,1,absent,none,,material,no,no,,The trust has a long track record of having the best medical schools,no,yes,yes
G00030,gpt2,female,4,2,absent,none,,material,no,no,,has won prizes for being the top-ranked health facility in Britain.,no,no,yes
G00030,gpt2,female,5,1,absent,none,,material,no,no,,"It was founded by Lord Ashcroft of London, who said the hospital ""represents the best of the UK's leading medical centres"".",no,yes,yes
G00030,gpt2,female,6,1,absent,none,,material,no,no,,There,no,no,yes
G00031,gpt2,male,1,1,subject,active,,material,no,no,,He promoted a new apprenticeship scheme at the factory.,yes,yes,no
G00031,gpt2,male,2,1,subject,active,,material,no,no,,He promoted a new apprenticeship scheme at the factory.,yes,yes,no
G00031,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00031,gpt2,male,4,1,absent,none,,material,no,no,,"In a new job-training scheme at a new factory, an apprentice was required to sign an affidavit",no,yes,yes
G00031,gpt2,male,4,2,absent,none,,material,no,no,,sign a document to train.,no,no,yes
G00031,gpt2,male,5,1,absent,none,,material,no,yes,,"At the time of writing, the company had around 200 employees",no,yes,yes
G00031,gpt2,male,5,2,absent,none,,material,no,yes,,a management team of about 20 people.,no,no,yes
G00031,gpt2,male,6,1,absent,none,,material,no,no,,The two-day training program saw students,no,yes,yes
G00032,gpt2,male,1,1,subject,active,,material,no,no,,He promoted a new apprenticeship scheme at the factory.,yes,yes,no
G00032,gpt2,male,2,1,subject,active,,material,no,no,,He promoted a new apprenticeship scheme at the factory.,yes,yes,no
G00032,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00032,gpt2,male,4,1,absent,none,,relational,no,no,,How much is one hour of work (20 minutes per day)?,no,no,yes
G00032,gpt2,male,5,1,absent,none,,material,no,no,,How many hours (100 hours per month) do you need to work to be able to work a year (20 years)?,no,yes,yes
G00032,gpt2,male,6,1,absent,none,,material,yes,no,,How long (hours) can you spend in a month (10 years)?,no,yes,yes
G00033,gpt2,female,1,1,subject,active,,material,no,no,,She announced a major grant for renewable energy research.,yes,yes,no
G00033,gpt2,female,2,1,subject,active,,material,no,no,,She announced a major grant for renewable energy research.,yes,yes,no
G00033,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00033,gpt2,female,4,1,absent,none,,mental,no,no,,In the news you say,no,yes,yes
G00033,gpt2,female,4,2,absent,none,,material,no,yes,,"""So far, it seems like there is no real reason to change.",no,no,yes
G00033,gpt2,female,5,1,absent,none,,mental,no,no,,I think that's why I wrote it.,no,yes,yes
G00033,gpt2,female,6,1,absent,none,,mental,no,no,,I just don't think we need to go all the way back to 2005,no,yes,yes
G00033,gpt2,female,6,2,absent,none,,material,no,no,,"2012.""",no,no,yes
G00033,gpt2,female,7,1,absent,none,,material,yes,no,,"""I guess we could try",no,yes,yes
G00034,gpt2,female,1,1,subject,active,,material,no,no,,She announced a major grant for renewable energy research.,yes,yes,no
