doc_id,subcorpus,focal_gender,sent_id,clause_id,role,voice,agent_present,process_type,modality,hedge,override_note,text_span,focal_found,root_is_verb,needs_review
H00107,human,female,1,3,subject,active,,material,no,no,,she was very friendly,yes,no,yes
H00107,human,female,1,4,subject,active,,material,yes,no,,would do anything for anybody if she could. ',yes,no,yes
H00106,human,female,1,1,absent,none,,material,no,no,,Federal investigators learned of the affair,no,yes,yes
H00106,human,female,1,2,subject,active,,material,no,no,,"Kelley complained to an FBI agent that she was receiving harassing e-mails from a woman later identified as Petraeus's mistress, Paula Broadwell.",yes,no,yes
H00199,human,male,1,2,absent,none,,material,no,no,,we have to regroup,no,no,yes
H00199,human,male,1,3,subject,active,,material,no,no,,"there's still everything to play for,"" he added.",yes,yes,no
H00313,human,male,1,1,subject,passive,no,material,no,no,,He was forced to undergo keyhole surgery,yes,yes,no
H00313,human,male,1,2,absent,none,,material,no,no,,missed Uruguay's opening game defeat by Costa Rica,no,no,yes
H00313,human,male,1,3,absent,none,,material,no,no,,making a near miraculous return in time to face England just five weeks,no,no,yes
H00313,human,male,1,4,absent,none,,material,no,no,,"his operation, scoring both goals in the South American side's 2-1 win.",no,no,yes
H00128,human,female,1,1,subject,active,,material,yes,no,,"Maria is playing really well, she can win the tournament.""",yes,yes,no
H00229,human,male,1,1,absent,none,,material,no,no,,At 3.14am was Aerosmith's duet with Run DMC,no,no,yes
H00229,human,male,1,2,absent,none,,material,no,no,,"Walk This Way, which Mr Beale gave a 1 in ten",no,no,yes
H00229,human,male,1,3,absent,none,,material,no,no,,called 'the lowest point of the performance',no,no,yes
H00229,human,male,1,4,subject,active,,mental,no,no,,"its chorus was repeated every ten minutes for the rest of the night, he said.",yes,yes,no
H00174,human,female,1,1,subject,active,,mental,no,yes,,Mrs. Obama said she wanted to appear with Laura Bush,yes,yes,no
H00174,human,female,1,2,absent,none,,material,no,no,,'I like this woman.',no,no,yes
H00152,human,female,1,1,subject,passive,no,material,no,no,,"telling Burns she had got lost, driven the wrong way",yes,yes,no
H00152,human,female,1,2,absent,none,,material,no,no,,slept in her .,no,no,yes
H00012,human,female,1,1,subject,active,,material,no,no,,"She opted to keep the child, who is believed to have been born in early 2014.",yes,yes,no
H00291,human,male,1,1,subject,passive,yes,material,no,no,,"He is being represented by Jason Flores-Williams, co-founder of the Whistleblower Defense League,",yes,yes,no
H00291,human,male,1,2,absent,none,,material,no,no,,is soliciting donations for his defense online.,no,no,yes
H00070,human,female,1,1,subject,active,,material,no,no,,"I know what Phoebe felt as she walked the halls as a freshman at a Massachusetts school, listening to the jeers",yes,yes,no
H00070,human,female,1,2,subject,active,,material,yes,no,,"whispers, praying she could make it to homeroom",yes,no,yes
H00070,human,female,1,3,absent,none,,material,no,no,,math class in one piece.,no,no,yes
H00253,human,male,1,1,subject,active,,material,no,no,,"He has now written to the show’s creator, Matt Groening, urging him to put the cartoon character on a ‘realistic’ healthy eating plan in an attempt to slim him down.",yes,yes,no
H00210,human,male,1,1,absent,none,,material,no,no,,‘The value of the lead was,no,no,yes
H00210,human,male,1,2,subject,active,,mental,no,no,,"a small proportion of the cost inflicted upon the churches concerned,’ he said.",yes,yes,no
H00285,human,male,1,1,subject,active,,material,no,no,,"He has a lot of friends in the paddock – obviously being a Frenchman many of them are from France – so I have been spending some time with them, particularly Jean-Eric Vergne.",yes,yes,no
H00071,human,female,1,1,subject,active,,relational,no,no,,She was so surprised that Cliff had to ask her twice,yes,no,yes
H00071,human,female,1,2,subject,active,,material,no,no,,she managed to say 'yes'.,yes,no,yes
H00144,human,female,1,1,absent,none,,material,no,no,,"Stoke-on-Trent, to help get her back into her flat",no,no,yes
H00144,human,female,1,2,subject,passive,no,material,no,no,,she was locked .,yes,no,yes
H00010,human,female,1,1,subject,active,,material,no,no,,"Guinness World Records doesn’t feature their family in every edition, so she carries a 2003 copy to show doubters.",yes,yes,no
H00245,human,male,1,1,subject,active,,material,no,no,,"He called the evidence against Demjanjuk ""overwhelming.""",yes,yes,no
H00349,human,male,1,1,subject,active,,material,no,no,,"He cared for everybody, it doesn't matter who you were.",yes,yes,no
H00247,human,male,1,1,subject,active,,material,no,yes,,He also spoke about George about how much he’s loving his Dad role.’,yes,yes,no
H00244,human,male,1,1,absent,none,,material,no,no,,"The results didn't turn up bones, body parts",no,no,yes
H00244,human,male,1,2,subject,active,,mental,no,no,,"other evidence, he said.",yes,yes,no
H00208,human,male,1,1,subject,active,,mental,no,no,,"Philip Seymour Hoffman, who plays the priest targeted by Streep's character in the film, says he ""adores"" her.",yes,yes,no
H00160,human,female,1,2,absent,none,,material,yes,no,,"Bush expressed confidence that her husband will ultimately be remembered as ""somebody who stood for freedom",no,no,yes
H00160,human,female,1,3,subject,active,,material,no,yes,,"who stood for the security of our country,"" she admitted that she's worried about the current situation in Afghanistan.",yes,yes,no
H00251,human,male,1,1,subject,active,,mental,no,yes,,'He does not appear to have sustained any injury,yes,yes,no
H00251,human,male,1,2,absent,none,,material,yes,no,,could just be not used to encountering humans.,no,no,yes
H00216,human,male,1,1,subject,passive,no,material,no,no,,He was treated at the same hospital for a bladder infection in 2002 .,yes,yes,no
H00100,human,female,1,1,subject,active,,material,no,no,,"A stash of cannabis was also found in the home, which she then explained she needed to ‘come down’",yes,yes,no
H00100,human,female,1,2,absent,none,,material,no,no,,doing .,no,no,yes
H00123,human,female,1,1,subject,active,,material,no,no,,The tennis star has shown that again that she is taking her Australian Open defeat to Victoria Azarenka in her stride,yes,yes,no
H00123,human,female,1,2,absent,none,,material,no,no,,took full advantage of her opportunity to have fun on the sand in the Dubai desert.,no,no,yes
H00032,human,female,1,1,subject,active,,material,yes,no,,She could certainly look at what Eugenie Bouchard has achieved in the intervening time,yes,yes,no
H00032,human,female,1,2,subject,active,,material,no,no,,"believe she is able to exceed that, as she is more than her equal in physical talent alone.",yes,no,yes
H00335,human,male,1,1,absent,none,,material,no,no,,"So in June last year Gilbert, who has two daughters",no,no,yes
H00335,human,male,1,2,subject,active,,material,no,no,,"is a grandfather, was introduced to Christine Bell, whose home he burgled twice.",yes,yes,no
H00157,human,female,1,1,subject,active,,material,no,no,,"the dance, Pamela admitted she had struggled with her dress, with host .",yes,yes,no
H00044,human,female,1,1,subject,active,,mental,no,no,,"Speaking on the documentary Bodyshockers, which airs on Channel 4 tonight, she said",yes,yes,no
H00044,human,female,1,2,absent,none,,material,no,no,,'I was a wild child when I was a teenager,no,no,yes
H00044,human,female,1,3,absent,none,,material,no,no,,I'm far from that now. ',no,no,yes
H00155,human,female,1,1,subject,active,,material,no,yes,,"Bush indicated that she didn't think it was fair for Obama to be labeled a ""socialist"" by critics",yes,yes,no
H00155,human,female,1,2,absent,none,,material,no,no,,expressed her disappointment with the intensely polarized nature of contemporary American politics.,no,no,yes
H00159,human,female,1,1,subject,active,,mental,no,no,,"She said when she arrived in Bosnia on March 25, 1996, ""I remember landing under sniper fire.",yes,yes,no
H00008,human,female,1,1,subject,active,,mental,no,no,,"Park said Monday that she was ""viewing the threat from North Korea in a serious manner.""",yes,yes,no
H00121,human,female,1,1,subject,active,,material,yes,no,,"If it wasn't for the tube she still has, you wouldn't know there was anything wrong.",yes,yes,no
H00205,human,male,1,1,absent,none,,material,no,no,,"Lauren Silverman, who has enjoyed holidays on Cowell's yacht - sometimes with her husband",no,no,yes
H00205,human,male,1,2,absent,none,,material,no,yes,,"sometimes just with the X-Factor creator, lived a life of luxury that was empty without her husband Andrew around",no,no,yes
H00205,human,male,1,3,subject,active,,mental,no,no,,"he was often away on business, the man who raised her has claimed.",yes,yes,no
H00279,human,male,1,1,subject,active,,relational,no,no,,Holtby had been on the field only 10 minutes when he fell badly on his shoulder,yes,no,yes
H00279,human,male,1,2,absent,none,,material,no,no,,clashing with Frankfurt's Martin Lanig.,no,no,yes
H00148,human,female,1,1,absent,none,,material,no,no,,"Solo had pleaded not guilty in that case,",no,yes,yes
H00148,human,female,1,2,subject,active,,material,no,no,,she continued to play for the U.S. team,yes,no,yes
H00148,human,female,1,3,absent,none,,material,no,no,,"with her National Women's Soccer League team, the Seattle Reign,",no,no,yes
H00148,human,female,1,4,absent,none,,material,no,no,,awaiting trial.,no,no,yes
H00007,human,female,1,1,subject,active,,relational,no,no,,Not that she is averse to original material.,yes,no,yes
H00094,human,female,1,1,subject,active,,material,yes,no,,"Ashamed Cho could face up to 15 years in prison if found guilty of all four charges she faces, according to Attorney Park Jin Nyoung, spokesman for the Korean Bar Association.",yes,yes,no
H00320,human,male,1,1,subject,passive,no,material,no,no,,"Afterwards, John Hay, the show’s Commissioning Editor, told Femail that he’s been waking up with the tunes in his head",yes,yes,no
H00320,human,male,1,2,absent,none,,material,no,no,,walking down the street humming them.,no,no,yes
H00060,human,female,1,1,subject,active,,material,no,yes,,"Carole had married her first husband Steven Davis in 1973 when she was about 20,",yes,yes,no
H00060,human,female,1,2,absent,none,,material,no,no,,they later split.,no,no,yes
H00124,human,female,1,1,absent,none,,relational,no,yes,,"It's hard to imagine Meryl Streep having second thoughts about tackling any role,",no,no,yes
H00124,human,female,1,2,subject,active,,material,no,yes,,"the actress admits that she had doubts about ""Doubt,"" her newest project.",yes,no,yes
H00246,human,male,1,1,subject,active,,mental,no,no,,"'All I am is a cash cow, a walking ATM,' he said.",yes,yes,no
H00201,human,male,1,1,subject,active,,relational,no,no,,"He's a disgrace to his country, his race,",yes,no,yes
H00201,human,male,1,2,subject,active,,material,no,no,,what he laughably describes as his profession.',yes,no,yes
H00056,human,female,1,1,subject,active,,mental,no,no,,"Speaking to Daily Mail Australia, Ms Alavi's distressed co-worker said she didn't know 'how",yes,yes,no
H00056,human,female,1,2,absent,none,,material,no,no,,why this happened.',no,no,yes
H00171,human,female,1,1,subject,active,,mental,no,yes,,"Speaking about the treatment, she said",yes,yes,no
H00171,human,female,1,2,absent,none,,material,no,no,,'I have tried,no,no,yes
H00171,human,female,1,3,absent,none,,material,no,no,,loved lipo - it was great for me,no,no,yes
H00171,human,female,1,4,absent,none,,material,no,no,,really made me feel good in my body.',no,no,yes
H00336,human,male,1,1,absent,none,,mental,no,no,,Nigerian police said Yusuf had been shot,no,yes,yes
H00336,human,male,1,2,absent,none,,material,no,no,,"trying to escape,",no,no,yes
H00336,human,male,1,3,subject,passive,no,material,no,yes,,other reports said he had been summarily executed.,yes,no,yes
H00242,human,male,1,1,subject,active,,mental,yes,yes,,He will say the same over the coming weeks as he starts to dream about finally getting his hands on the trophy he has coveted all his life.,yes,yes,no
H00025,human,female,1,1,subject,active,,mental,no,no,,She said,yes,yes,no
H00025,human,female,1,2,absent,none,,material,yes,yes,,'Maybe I'll do Vegas next.,no,no,yes
H00318,human,male,1,1,subject,active,,material,no,yes,,"James Murdoch insisted Tuesday that he knew little about the scale of phone hacking by people working for the News of the World, as he continued his fight to limit the damage the scandal does to him",yes,yes,no
H00318,human,male,1,2,absent,none,,material,no,no,,his family's media empire.,no,no,yes
H00104,human,female,1,1,absent,none,,material,no,no,,The new soldier is living the Hollywood dream,no,no,yes
H00104,human,female,1,2,subject,active,,material,no,no,,She won a Grammy Award.,yes,yes,no
H00134,human,female,1,1,absent,none,,material,no,no,,"""I'm just here on my own, happy",no,no,yes
H00134,human,female,1,2,subject,active,,mental,no,no,,"having a good time with Josh,"" she said.",yes,yes,no
H00101,human,female,1,2,subject,active,,material,no,no,,Coleen admitted during an . interview in the Daily Mirror earlier this month that she was looking .,yes,yes,no
H00063,human,female,1,1,subject,passive,no,mental,no,no,,"Valeria Lukyanova said she was attacked outside her home in Odessa, Ukraine on Halloween night .",yes,yes,no
H00168,human,female,1,1,absent,none,,material,no,no,,Keri Anne-Payne talks through the mental,no,no,yes
H00168,human,female,1,2,subject,active,,material,no,no,,physical training that she has undergone on her Olympic journey .,yes,no,yes
H00267,human,male,1,1,absent,none,,material,no,no,,"Thompson, who drove a Porsche",no,no,yes
H00267,human,male,1,2,subject,active,,mental,no,no,,"lived in a five-bedroom home with his wife, said he had run up debts of more than £120,000",yes,yes,no
H00267,human,male,1,3,absent,none,,material,no,no,,a career in the armed forces,no,no,yes
H00267,human,male,1,4,absent,none,,material,no,no,,the police.,no,no,yes
H00198,human,male,1,1,subject,active,,material,no,yes,,"The wills show John Cadbury, who created the eponymous chocolate empire, left a personal estate of 43,773 pounds (around 4.2 million pounds today) -- $69,000 ($6.6 million) -- when he died in 1889.",yes,yes,no
H00319,human,male,1,2,subject,active,,material,no,no,,he hasn't sworn off public life completely.,yes,yes,no
