doc_id,source,url,title,text_path,word_count
H00019,cnn,http://web.archive.org/web/20070917040850id_/http://edition.cnn.com:80/2007/SPORT/football/07/15/germany.carlos/index.html,Werder Bremen sign Carlos Alberto - CNN.com,data/master/articles_txt/H00019.txt,297
H00020,cnn,http://web.archive.org/web/20070917083649id_/http://www.cnn.com/2007/SHOWBIZ/Movies/07/27/insurance.hollywood.reut/index.html,Does Lindsay Lohan have a future? - CNN.com,data/master/articles_txt/H00020.txt,646
H00021,cnn,http://web.archive.org/web/20070917105615id_/http://www.cnn.com/2007/US/09/16/youssif.spiderman/index.html?iref=topnews,"Youssif meets Spidey, gets hero hug - CNN.com",data/master/articles_txt/H00021.txt,921
H00022,cnn,http://web.archive.org/web/20070917121130id_/http://www.cnn.com/2007/US/law/09/16/oj.simpson/index.html?eref=time_us,Police: No bail for O.J. Simpson in Las Vegas robbery arrest - CNN.com,data/master/articles_txt/H00022.txt,799
H00023,cnn,http://web.archive.org/web/20070917150110id_/http://www.cnn.com:80/2007/WORLD/meast/07/20/Iraq.Hamdaniya/,Marine loses rank for role in killing Iraqi civilian - CNN.com,data/master/articles_txt/H00023.txt,311
H00024,cnn,http://web.archive.org/web/20070917162003id_/http://edition.cnn.com:80/2007/SPORT/football/07/18/italy.totti/index.html,Totti joins row over season start - CNN.com,data/master/articles_txt/H00024.txt,249
H00025,cnn,http://web.archive.org/web/20070918044106id_/http://www.cnn.com:80/2007/US/07/19/tenn.nuclear.arrest/,Ex-Oak Ridge contractor charged with taking restricted materials - CNN.com,data/master/articles_txt/H00025.txt,757
H00026,cnn,http://web.archive.org/web/20070918105126id_/http://www.cnn.com/2007/WORLD/africa/08/06/nigeria.drowning.reut/index.html,Nigerian TV survival show suspended after drowning - CNN.com,data/master/articles_txt/H00026.txt,229
H00027,cnn,http://web.archive.org/web/20070918113618id_/http://www.cnn.com/2007/HEALTH/08/06/organs.transplant.reut/index.html,Keen demand fuels global trade in body parts - CNN.com,data/master/articles_txt/H00027.txt,1242
H00028,cnn,http://web.archive.org/web/20070918132406id_/http://www.cnn.com/2007/WORLD/meast/09/10/iraq.amputee/index.html,Young Iraqi amputee heads to U.S. for new hope - CNN.com,data/master/articles_txt/H00028.txt,660
H00029,cnn,http://web.archive.org/web/20070921102226id_/http://www.cnn.com:80/2007/WORLD/asiapcf/09/18/thailand.crash/index.html?eref=rss_world,Relatives to identify Phuket crash dead - CNN.com,data/master/articles_txt/H00029.txt,519
H00030,cnn,http://web.archive.org/web/20070922115445id_/http://edition.cnn.com/2007/WORLD/europe/08/31/diana.speeches/?iref=mpstoryview,Diana memorial service: Speeches in full - CNN.com,data/master/articles_txt/H00030.txt,1664
H00031,cnn,http://web.archive.org/web/20071006154124id_/http://www.cnn.com:80/2007/WORLD/meast/09/22/blackwater.probe/index.html?eref=ib_world,Blackwater denies involvement in illicit arms trade - CNN.com,data/master/articles_txt/H00031.txt,330
H00032,cnn,http://web.archive.org/web/20071009122756id_/http://edition.cnn.com:80/2007/SHOWBIZ/Movies/07/10/gupta.sicko/index.html,"Michael Moore, Dr. Gupta square off over 'Sicko' - CNN.com",data/master/articles_txt/H00032.txt,471
H00033,cnn,http://web.archive.org/web/20071011192553id_/http://edition.cnn.com:80/2007/WORLD/europe/09/17/bernard.kouchner/index.html?iref=newssearch,Bernard Kouchner: rebel and patriot - CNN.com,data/master/articles_txt/H00033.txt,596
H00034,cnn,http://web.archive.org/web/20071011222333id_/http://edition.cnn.com:80/2007/SPORT/football/10/02/england.terry/index.html,Chelsea sweating on Terry fitness - CNN.com,data/master/articles_txt/H00034.txt,182
H00035,cnn,http://web.archive.org/web/20071024161818id_/http://us.cnn.com:80/2007/US/10/16/us.base.turkey/index.html,Hoyer: Dems 'revisiting positions' on 'genocide' resolution - CNN.com,data/master/articles_txt/H00035.txt,660
H00036,cnn,http://web.archive.org/web/20071024173024id_/http://www.cnn.com:80/2007/POLITICS/10/15/ad.spending/index.html?iref=topnews,Political television advertising to reach $3 billion - CNN.com,data/master/articles_txt/H00036.txt,996
H00037,cnn,http://web.archive.org/web/20071030040135id_/http://www.cnn.com:80/2007/WORLD/asiapcf/07/21/india.elections.reut/index.html?iref=newssearch,India elects first woman president - CNN.com,data/master/articles_txt/H00037.txt,574
H00038,cnn,http://web.archive.org/web/20071030044901id_/http://edition.cnn.com:80/2007/TECH/science/07/11/globalwarming.overview/index.html?iref=newssearch,Global warming: A natural cycle or human result? - CNN.com,data/master/articles_txt/H00038.txt,1092
H00039,cnn,http://web.archive.org/web/20071102164618id_/http://edition.cnn.com:80/2007/WORLD/africa/11/01/chad.children/index.html?iref=mpstoryview,Agencies: Most children in adoption dispute not Sudanese orphans - CNN.com,data/master/articles_txt/H00039.txt,930
H00040,cnn,http://web.archive.org/web/20071105011423id_/http://edition.cnn.com:80/2007/SPORT/11/04/tennis.quebec/index.html,Vakulenko faces Davenport in final - CNN.com,data/master/articles_txt/H00040.txt,404
H00041,cnn,http://web.archive.org/web/20071108233100id_/http://www.cnn.com:80/2007/US/11/06/childrensmuseum.arrest/index.html?eref=time_us,"Children's Museum employee distributed child porn, officials say - CNN.com",data/master/articles_txt/H00041.txt,646
H00042,cnn,http://web.archive.org/web/20071109114233id_/http://www.cnn.com:80/2007/US/11/08/dry.town/index.html?eref=ib_topstories,Town has water just three hours a day - CNN.com,data/master/articles_txt/H00042.txt,575
H00043,cnn,http://web.archive.org/web/20071109161823id_/http://www.cnn.com:80/2007/US/10/17/rape.tape/index.html?iref=newssearch,Toddler rape suspect shuffles into court in chains - CNN.com,data/master/articles_txt/H00043.txt,644
H00044,cnn,http://web.archive.org/web/20071109212407id_/http://www.cnn.com:80/2007/POLITICS/11/08/mukasey/index.html?iref=mpstoryview,Michael Mukasey confirmed as attorney general - CNN.com,data/master/articles_txt/H00044.txt,687
H00045,cnn,http://web.archive.org/web/20071110145447id_/http://www.cnn.com:80/2007/WORLD/africa/11/08/somalia.fighting/index.html?iref=mpstoryview,"Crowd drags Ethiopian corpse, echoing 1993 brutality - CNN.com",data/master/articles_txt/H00045.txt,348
H00046,cnn,http://web.archive.org/web/20071110190546id_/http://www.cnn.com:80/2007/US/11/09/missing.wife/index.html?eref=time_us,"Missing-wife case called possible homicide, husband is a suspect - CNN.com",data/master/articles_txt/H00046.txt,665
H00047,cnn,http://web.archive.org/web/20071111050418id_/http://www.cnn.com:80/2007/WORLD/asiapcf/11/09/toy.recall/index.html?imw=Y&iref=mpstoryemail,Report: China halts export of bead toys tainted with toxic drug - CNN.com,data/master/articles_txt/H00047.txt,550
H00048,cnn,http://web.archive.org/web/20071111052758id_/http://www.cnn.com:80/2007/SPORT/11/09/cricket.test/index.html,Steyn leads South Africa fightback - CNN.com,data/master/articles_txt/H00048.txt,377
H00049,cnn,http://web.archive.org/web/20071111072439id_/http://www.cnn.com:80/2007/WORLD/meast/10/11/iraqi.schoolchildren/index.html?iref=newssearch,Iraqis flooding Jordan get free schooling - CNN.com,data/master/articles_txt/H00049.txt,804
H00050,cnn,http://web.archive.org/web/20071112071527id_/http://www.cnn.com:80/2007/LIVING/personal/07/10/best.way.summer/index.html,Best ways to enjoy summer - CNN.com,data/master/articles_txt/H00050.txt,752
H00051,cnn,http://web.archive.org/web/20071114053903id_/http://www.cnn.com:80/2007/LIVING/wayoflife/11/13/wine.internet/index.html?eref=instyle_living,Wine 2.0: Internet changes wine appreciation - CNN.com,data/master/articles_txt/H00051.txt,870
H00052,cnn,http://web.archive.org/web/20071115123435id_/http://edition.cnn.com:80/2007/WORLD/africa/11/13/congo.fighting/index.html?eref=edition,Tens of thousands flee Congo refugee camps - CNN.com,data/master/articles_txt/H00052.txt,490
H00053,cnn,http://web.archive.org/web/20071116074422id_/http://www.cnn.com:80/2007/LIVING/homestyle/09/25/how.lips/,"Tips applying, choosing lipstick colors - CNN.com",data/master/articles_txt/H00053.txt,626
H00054,cnn,http://web.archive.org/web/20071117011648id_/http://edition.cnn.com:80/2007/WORLD/meast/10/11/iraqi.schoolchildren/,Iraqis flooding Jordan get free schooling - CNN.com,data/master/articles_txt/H00054.txt,804
H00055,cnn,http://web.archive.org/web/20071120013839id_/http://www.cnn.com:80/2007/WORLD/asiapcf/11/19/bangladesh.cyclone/index.html?eref=time_world,Survivors grieve for cyclone dead - CNN.com,data/master/articles_txt/H00055.txt,831
H00056,cnn,http://web.archive.org/web/20071120032818id_/http://www.cnn.com:80/2007/SPORT/football/11/17/euro.groupb/index.html,Italy victory seals qualification - CNN.com,data/master/articles_txt/H00056.txt,817
H00057,cnn,http://web.archive.org/web/20071126112421id_/http://edition.cnn.com:80/2007/LIVING/homestyle/10/17/is.heigl/,Katherine Heigl: Ready for her close-up - CNN.com,data/master/articles_txt/H00057.txt,1240
H00058,cnn,http://web.archive.org/web/20071128112714id_/http://us.cnn.com:80/2007/US/10/26/fire.arson/index.html,White truck sought by California arson investigators - CNN.com,data/master/articles_txt/H00058.txt,615
H00059,cnn,http://web.archive.org/web/20071129194606id_/http://www.cnn.com:80/2007/WORLD/meast/11/26/iraq.main/,"Commander: Citizens, extra troops help 'crush' al Qaeda in Iraq - CNN.com",data/master/articles_txt/H00059.txt,593
H00060,cnn,http://web.archive.org/web/20071130110317id_/http://edition.cnn.com:80/2007/WORLD/asiapcf/10/08/childsex.suspect/,Photos show mystery child sex man - CNN.com,data/master/articles_txt/H00060.txt,241
H00061,cnn,http://web.archive.org/web/20071202080556id_/http://www.cnn.com:80/2007/US/10/28/beach.fire/index.html?iref=topnews,Six of seven killed in house fire were from University of S. Carolina - CNN.com,data/master/articles_txt/H00061.txt,506
H00062,cnn,http://web.archive.org/web/20071203113701id_/http://edition.cnn.com:80/2007/WORLD/europe/10/29/azerbaijan.embassy/,U.S. embassy terror plot uncovered - CNN.com,data/master/articles_txt/H00062.txt,419
H00063,cnn,http://web.archive.org/web/20071203135614id_/http://www.cnn.com:80/2007/LIVING/worklife/09/28/mf.prima.donnas/,Full-of-themselves famous people - CNN.com,data/master/articles_txt/H00063.txt,1071
H00064,cnn,http://web.archive.org/web/20071204104207id_/http://edition.cnn.com:80/2007/BUSINESS/11/16/reuters.facts/index.html,Reuters facts - CNN.com,data/master/articles_txt/H00064.txt,347
H00065,cnn,http://web.archive.org/web/20071204144432id_/http://edition.cnn.com:80/2007/SPORT/10/31/tennis.paris/index.html,Ill Djokovic swept away by Santoro - CNN.com,data/master/articles_txt/H00065.txt,682
H00066,cnn,http://web.archive.org/web/20071204225706id_/http://edition.cnn.com:80/2007/US/09/28/sextape.girl/?,Police: Girl raped on tape is safe - CNN.com,data/master/articles_txt/H00066.txt,635
H00067,cnn,http://web.archive.org/web/20071205015700id_/http://www.cnn.com:80/2007/SPORT/football/12/02/france.award/index.html,Kaka is named top European player - CNN.com,data/master/articles_txt/H00067.txt,223
H00068,cnn,http://web.archive.org/web/20071205091642id_/http://edition.cnn.com:80/2007/US/10/29/beach.fire/?,"Beach house owner 'numb, confused' after fire kills 7 students - CNN.com",data/master/articles_txt/H00068.txt,807
H00069,cnn,http://web.archive.org/web/20071206001934id_/http://edition.cnn.com:80/2007/BUSINESS/08/24/bupa.facts/index.html,BUPA facts - CNN.com,data/master/articles_txt/H00069.txt,242
H00070,cnn,http://web.archive.org/web/20071206122357id_/http://edition.cnn.com:80/2007/BUSINESS/09/28/johnlewis.facts/index.html,John Lewis facts - CNN.com,data/master/articles_txt/H00070.txt,163
H00071,cnn,http://web.archive.org/web/20071208011500id_/http://edition.cnn.com:80/2007/US/12/04/navarrette/index.html,Commentary: Fear of losing culture fuels immigration debate - CNN.com,data/master/articles_txt/H00071.txt,663
H00072,cnn,http://web.archive.org/web/20071208014844id_/http://edition.cnn.com:80/2007/BUSINESS/08/10/qualcomm.facts/index.html,Qualcomm facts - CNN.com,data/master/articles_txt/H00072.txt,157
H00073,cnn,http://web.archive.org/web/20071208220431id_/http://www.cnn.com:80/2007/WORLD/europe/11/05/britain.threat/index.html?iref=mpstoryview,UK: Children involved in terrorism - CNN.com,data/master/articles_txt/H00073.txt,342
H00074,cnn,http://web.archive.org/web/20071208221810id_/http://edition.cnn.com:80/2007/SPORT/football/11/04/italy.inter/index.html,Juventus fight back to hold Inter - CNN.com,data/master/articles_txt/H00074.txt,294
H00075,cnn,http://web.archive.org/web/20071209113127id_/http://www.cnn.com:80/2007/BUSINESS/11/22/sheikh.khalifa/index.html?section=cnn_latest,Facetime with Sheikh Mohammed bin Isa Al Khalifa - CNN.com,data/master/articles_txt/H00075.txt,728
H00076,cnn,http://web.archive.org/web/20071211130951id_/http://www.cnn.com:80/2007/WORLD/europe/11/07/school.shooting/,"Teen dead who opened fire on Finnish classmates, police say - CNN.com",data/master/articles_txt/H00076.txt,916
H00077,cnn,http://web.archive.org/web/20071212005430id_/http://edition.cnn.com:80/2007/SPORT/10/07/china.formulaone/,Hamilton's crash gives rivals hope - CNN.com,data/master/articles_txt/H00077.txt,724
H00078,cnn,http://web.archive.org/web/20071212005441id_/http://edition.cnn.com:80/2007/SPORT/football/10/07/spain.madrid/index.html,Messi scores again but Real on top - CNN.com,data/master/articles_txt/H00078.txt,469
H00079,cnn,http://web.archive.org/web/20071212092401id_/http://edition.cnn.com:80/2007/SPORT/football/11/08/football.france/,Trezeguet again left out by France - CNN.com,data/master/articles_txt/H00079.txt,452
H00080,cnn,http://web.archive.org/web/20071212174017id_/http://www.cnn.com:80/2007/US/law/11/07/jeffs/index.html?eref=yahoo,"Polygamist Jeffs tried to hang himself in jail, documents say - CNN.com",data/master/articles_txt/H00080.txt,675
H00081,cnn,http://web.archive.org/web/20071213140604id_/http://www.cnn.com:80/2007/WORLD/asiapcf/11/23/afghanistan.australian/index.html,Australian commando killed in Afghan fight - CNN.com,data/master/articles_txt/H00081.txt,250
H00082,cnn,http://web.archive.org/web/20071213221704id_/http://edition.cnn.com:80/2007/WORLD/africa/12/11/algeria.blast/?,Rescuers search for bomb survivors - CNN.com,data/master/articles_txt/H00082.txt,770
H00083,cnn,http://web.archive.org/web/20071216033316id_/http://edition.cnn.com:80/2007/BUSINESS/10/01/boardroom.masterclass/,The Boardroom Master Class - CNN.com,data/master/articles_txt/H00083.txt,196
H00084,cnn,http://web.archive.org/web/20071216033528id_/http://edition.cnn.com:80/2007/SPORT/09/21/fuji.speedway/,Fuji: preparing for 2007's new circuit - CNN.com,data/master/articles_txt/H00084.txt,1025
H00085,cnn,http://web.archive.org/web/20071217152251id_/http://www.cnn.com:80/2007/POLITICS/11/13/bush.budget/index.html?iref=topnews,"Bush vetoes spending bill, tells Congress to cut the pork - CNN.com",data/master/articles_txt/H00085.txt,764
H00086,cnn,http://web.archive.org/web/20071217184650id_/http://edition.cnn.com:80/2007/SPORT/football/10/11/uefa.dida/index.html,UEFA suspend Dida for two matches - CNN.com,data/master/articles_txt/H00086.txt,337
H00087,cnn,http://web.archive.org/web/20071218122043id_/http://edition.cnn.com:80/2007/POLITICS/10/10/myanmar.mrs.bush/,First lady calls on Myanmar's ruling junta to 'step aside' - CNN.com,data/master/articles_txt/H00087.txt,494
H00088,cnn,http://web.archive.org/web/20071218192835id_/http://www.cnn.com:80/2007/POLITICS/11/28/debate.main/index.html?iref=newssearch,Campaign trail rancor carries into GOP debate - CNN.com,data/master/articles_txt/H00088.txt,1158
H00089,cnn,http://web.archive.org/web/20071218192936id_/http://www.cnn.com:80/2007/US/law/12/17/kaye.witnessprotection/index.html?eref=time_us,Witnesses in Colorado fear paying ultimate price - CNN.com,data/master/articles_txt/H00089.txt,842
H00090,cnn,http://web.archive.org/web/20071218222906id_/http://www.cnn.com:80/2007/US/10/14/texas.cave.rescue/,Texas explorers emerge from Airman's Cave - CNN.com,data/master/articles_txt/H00090.txt,231
H00091,cnn,http://web.archive.org/web/20071219022804id_/http://www.cnn.com:80/2007/POLITICS/11/12/veterans.funding/,White House blasts Democrats for delaying funding for veterans care - CNN.com,data/master/articles_txt/H00091.txt,473
H00092,cnn,http://web.archive.org/web/20071219024335id_/http://www.cnn.com:80/2007/POLITICS/10/14/sanchez.react/?,Republicans fire back at Sanchez for Iraq war criticism - CNN.com,data/master/articles_txt/H00092.txt,729
H00093,cnn,http://web.archive.org/web/20071219171955id_/http://edition.cnn.com:80/2007/SPORT/10/14/chabal.rugby/,Chabal cited for challenge on Shaw - CNN.com,data/master/articles_txt/H00093.txt,368
H00094,cnn,http://web.archive.org/web/20071219202301id_/http://www.cnn.com:80/2007/WORLD/meast/10/10/iraq.main/,Marine general: Freed Iraqis not rejoining insurgency - CNN.com,data/master/articles_txt/H00094.txt,546
H00095,cnn,http://web.archive.org/web/20071220064806id_/http://edition.cnn.com:80/2007/WORLD/europe/10/03/diana.inquest/,New video shows Diana's final hours - CNN.com,data/master/articles_txt/H00095.txt,660
H00096,cnn,http://web.archive.org/web/20071220231737id_/http://www.cnn.com:80/2007/US/12/19/florida.explosion/index.html?iref=topnews,"Four dead in chemical plant explosion, officials say - CNN.com",data/master/articles_txt/H00096.txt,463
H00097,cnn,http://web.archive.org/web/20071221040752id_/http://www.cnn.com:80/2007/US/law/12/19/minister.killed.custody/index.html?eref=ib_topstories,Preacher's killer's right to visit kids upheld - CNN.com,data/master/articles_txt/H00097.txt,639
H00098,cnn,http://web.archive.org/web/20071221071107id_/http://www.cnn.com:80/2007/WORLD/asiapcf/11/16/pakistan.tv/?,Dubai agrees to pull plug on Pakistani TV networks - CNN.com,data/master/articles_txt/H00098.txt,480
H00099,cnn,http://web.archive.org/web/20071221224040id_/http://us.cnn.com:80/2007/US/12/19/btsc.tuchman.roadsideprayer/index.html,Tuchman: Hitting the road (literally) with some faithful - CNN.com,data/master/articles_txt/H00099.txt,498
H00100,cnn,http://web.archive.org/web/20071221230650id_/http://www.cnn.com:80/2007/US/12/18/death.penalty.decline/index.html?eref=rss_law,Executions drop in '07 as states rethink death penalty - CNN.com,data/master/articles_txt/H00100.txt,621
H00101,cnn,http://web.archive.org/web/20071222114437id_/http://edition.cnn.com:80/2007/WORLD/americas/10/15/venezuela.sin.tax/,The price of vice increases in Venezuela - CNN.com,data/master/articles_txt/H00101.txt,530
H00102,cnn,http://web.archive.org/web/20071222182625id_/http://www.cnn.com:80/2007/BUSINESS/10/18/ansari.facetime/,Face Time with Nasser al Ansari - CNN.com,data/master/articles_txt/H00102.txt,626
H00103,cnn,http://web.archive.org/web/20071222201051id_/http://edition.cnn.com:80/2007/SPORT/09/19/southafrica.cricket/index.html?,Singh stuns England with six sixes - CNN.com,data/master/articles_txt/H00103.txt,620
H00104,cnn,http://web.archive.org/web/20071223070519id_/http://www.cnn.com:80/2007/US/10/03/military.deportation/,U.S. sailor: Don't deport my wife - CNN.com,data/master/articles_txt/H00104.txt,964
H00105,cnn,http://web.archive.org/web/20071223153644id_/http://www.cnn.com:80/2007/TRAVEL/10/18/high.impressionism/index.html,A High view of Impressionism's roots - CNN.com,data/master/articles_txt/H00105.txt,720
H00106,cnn,http://web.archive.org/web/20071223153831id_/http://www.cnn.com:80/2007/US/10/16/rape.tape/,Alleged toddler rapist makes first court appearance Friday - CNN.com,data/master/articles_txt/H00106.txt,743
H00107,cnn,http://web.archive.org/web/20071224031704id_/http://edition.cnn.com:80/2007/SPORT/football/12/22/football.scotland/index.html?eref=edition_football,Hibs draw hampers Celtic title bid - CNN.com,data/master/articles_txt/H00107.txt,613
H00108,cnn,http://web.archive.org/web/20071224073306id_/http://www.cnn.com:80/2007/POLITICS/09/12/iraq.2008/,Democratic hopefuls critical of Bush drawdown plan for Iraq - CNN.com,data/master/articles_txt/H00108.txt,838
H00109,cnn,http://web.archive.org/web/20071224171226id_/http://edition.cnn.com:80/2007/SPORT/football/11/17/football.argentina/,Riquelme's double lifts Argentina - CNN.com,data/master/articles_txt/H00109.txt,290
H00110,cnn,http://web.archive.org/web/20071224171552id_/http://edition.cnn.com:80/2007/US/10/16/us.base.turkey/,Hoyer: Dems 'revisiting positions' on 'genocide' resolution - CNN.com,data/master/articles_txt/H00110.txt,660
H00111,cnn,http://web.archive.org/web/20071225002449id_/http://www.cnn.com:80/2007/WORLD/americas/11/01/mexico.flooding/,Thousands flee flooding in Mexico - CNN.com,data/master/articles_txt/H00111.txt,303
H00112,cnn,http://web.archive.org/web/20071225025801id_/http://edition.cnn.com:80/2007/SPORT/10/21/tennis.nalbandian/,Nalbandian stuns Federer in Spain - CNN.com,data/master/articles_txt/H00112.txt,328
H00113,cnn,http://web.archive.org/web/20071225115912id_/http://edition.cnn.com:80/2007/SPORT/football/10/22/uefa.dida/index.html,Dida suspension reduced on appeal - CNN.com,data/master/articles_txt/H00113.txt,294
H00114,cnn,http://web.archive.org/web/20071225201006id_/http://edition.cnn.com:80/2007/SPORT/football/10/22/champions.manchester/,Vidic given all-clear to face Kiev - CNN.com,data/master/articles_txt/H00114.txt,381
H00115,cnn,http://web.archive.org/web/20071226020251id_/http://www.cnn.com:80/2007/LIVING/homestyle/10/12/rs.fashion.truths/index.html?iref=mpstoryview,"Truth of earrings, bikinis and sports bras - CNN.com",data/master/articles_txt/H00115.txt,994
H00116,cnn,http://web.archive.org/web/20071227141830id_/http://www.cnn.com:80/2007/US/11/09/wrestling.steroids/,"Former star blames health issues on steroids, lifestyle of wrestler - CNN.com",data/master/articles_txt/H00116.txt,934
H00117,cnn,http://web.archive.org/web/20071228012730id_/http://www.cnn.com:80/2007/LIVING/wayoflife/10/19/mf.princess.rome/index.html?iref=mpstoryview,Scheming princess behind Empire's fall - CNN.com,data/master/articles_txt/H00117.txt,653
H00118,cnn,http://web.archive.org/web/20071228043258id_/http://www.cnn.com:80/2007/WORLD/meast/11/11/lebanon.nasr/,Childhood traumas resurface as Lebanon bleeds again - CNN.com,data/master/articles_txt/H00118.txt,1074
H00119,cnn,http://web.archive.org/web/20071228121143id_/http://edition.cnn.com:80/2007/SPORT/football/10/21/spain.ronaldinho/index.html,Ronaldinho back in Barcelona squad - CNN.com,data/master/articles_txt/H00119.txt,154
H00120,cnn,http://web.archive.org/web/20071228121157id_/http://edition.cnn.com:80/2007/SPORT/football/10/24/football.sheffield/,Oldest club Sheffield FC turns 150 - CNN.com,data/master/articles_txt/H00120.txt,473
H00121,cnn,http://web.archive.org/web/20071229074359id_/http://www.cnn.com:80/2007/US/08/22/gw.teen.christians/index.html?iref=newssearch,Teen Christians campaign against pop culture - CNN.com,data/master/articles_txt/H00121.txt,989
H00122,cnn,http://web.archive.org/web/20071231095816id_/http://www.cnn.com:80/2007/US/10/24/fire.wildfire.ca/,Outlook improves as firefighters make headway in wildfires - CNN.com,data/master/articles_txt/H00122.txt,875
H00123,cnn,http://web.archive.org/web/20071231095831id_/http://www.cnn.com:80/2007/US/10/25/fire.arson/index.html?eref=onion,"Fire chief: 25,000-acre blaze was set - CNN.com",data/master/articles_txt/H00123.txt,804
H00124,cnn,http://web.archive.org/web/20080101144806id_/http://www.cnn.com:80/2007/US/10/24/wildfire.ca/#cnnSTCPhoto,Wildfires creating 'utter devastation' in Southern California - CNN.com,data/master/articles_txt/H00124.txt,1311
H00125,cnn,http://web.archive.org/web/20080101144826id_/http://www.cnn.com:80/2007/US/10/25/fire.wildfire.ca/index.html?eref=yahoo,"Firefighters gain ground in California, but death toll rises - CNN.com",data/master/articles_txt/H00125.txt,953
H00126,cnn,http://web.archive.org/web/20080101174946id_/http://edition.cnn.com:80/2007/WORLD/africa/11/29/sudan.bears/,'Teddy bear' teacher gets 15-day prison term in Sudan - CNN.com,data/master/articles_txt/H00126.txt,716
