doc_id,source,url,title,text_path,text_chars,auto_keep,filter_reason
HP00076,cnn,http://web.archive.org/web/20150325045441id_/http://www.cnn.com/2011/11/07/world/europe/france-carlos-jackal-trial,'Carlos the Jackal' on trial for 1980s bombings in France - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00076.txt,2437,True,ok
HP00086,cnn,http://web.archive.org/web/20150719034130id_/http://www.cnn.com/2014/02/13/opinion/gordon-brown-syria-education/,Gordon Brown: It's time to fund education for Syrian refugee children - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00086.txt,4961,True,ok
HP00091,cnn,http://web.archive.org/web/20120904100732id_/http://edition.cnn.com:80/2008/TRAVEL/getaways/09/03/panama.pearl.islands/index.html,"Pearl Islands beckon beach bums, snorkelers, 'Survivor' fans - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00091.txt,5648,True,ok
HP00105,cnn,http://web.archive.org/web/20120419215637id_/http://edition.cnn.com/2012/01/13/showbiz/movies/we-need-to-talk-about-kevin-review/index.html,Review: Tilda Swinton is fantastic in 'We Need to Talk About Kevin' - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00105.txt,5156,True,ok
HP00112,cnn,http://web.archive.org/web/20150531154546id_/http://www.cnn.com/2010/TRAVEL/09/03/miami.airport.evacuation/index.html,Miami airport shut down in possible contamination scare - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00112.txt,3113,True,ok
HP00124,cnn,http://web.archive.org/web/20141022094424id_/http://www.cnn.com:80/2014/06/03/studentnews/sn-curriculum-wed,"CNN Student News - June 4, 2014",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00124.txt,4127,True,ok
HP00126,cnn,http://web.archive.org/web/20150324184942id_/http://www.cnn.com/2014/10/16/us/amber-vinson/,From bridal shop to Ebola ward: Who is Amber Vinson? - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00126.txt,5341,True,ok
HP00127,cnn,http://web.archive.org/web/20131227184317id_/http://www.cnn.com/2013/04/19/opinion/lyles-columbine/,Columbine survivor: No child should worry about gunmen,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00127.txt,4651,True,ok
HP00129,cnn,http://web.archive.org/web/20120416004134id_/http://www.cnn.com:80/2012/03/01/world/americas/falklands-ship-dispute,Argentina cruise ships caught in diplomatic storm - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00129.txt,6578,True,ok
HP00133,cnn,http://web.archive.org/web/20150601191622id_/http://www.cnn.com/2013/03/01/us/florida-sinkhole,"A loud crash, then nothing: Sinkhole swallows Florida man - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00133.txt,4219,True,ok
HP00148,cnn,http://web.archive.org/web/20141222092458id_/http://www.cnn.com/2013/12/27/justice/connecticut-newtown-shooting-report/,Conn. police release final report on Newtown school shooting,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00148.txt,6750,True,ok
HP00149,cnn,http://web.archive.org/web/20150224130442id_/http://www.cnn.com/2014/12/01/justice/west-virginia-shootings-manhunt/,Suspect in 4 killings in West Virginia dead - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00149.txt,1503,True,ok
HP00151,cnn,http://web.archive.org/web/20140928174154id_/http://edition.cnn.com/2009/WORLD/africa/05/18/nigeria.child.witchcraft/,"Abuse of child 'witches' on rise, aid group says - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00151.txt,5408,True,ok
HP00160,cnn,http://web.archive.org/web/20130809190853id_/http://www.cnn.com/2013/04/11/world/americas/canada-teen-suicide,"Rape victim's family: We want justice, not vigilante justice",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00160.txt,4784,True,ok
HP00167,cnn,http://web.archive.org/web/20140423210320id_/http://www.cnn.com/2013/12/18/justice/massachusetts-harvard-hoax,"Harvard student charged in bomb hoax out on $100,000 bail",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00167.txt,3696,True,ok
HP00173,cnn,http://web.archive.org/web/20150330022543id_/http://www.cnn.com/2015/01/21/entertainment/feat-nkotb-tlc-nelly-tour/,"NKOTB, TLC, Nelly announce summer tour - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00173.txt,1220,True,ok
HP00180,cnn,http://web.archive.org/web/20101124164343id_/http://www.cnn.com/2010/US/11/23/minnesota.abortion/,'Birthornot' website a fake,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00180.txt,2381,True,ok
HP00196,cnn,http://web.archive.org/web/20100311055255id_/http://us.cnn.com/2009/US/11/09/vif2.fighting.for.the.allies/index.html,"Born in Berlin, fighting for the Allies - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00196.txt,6072,True,ok
HP00203,cnn,http://web.archive.org/web/20140830165536id_/http://www.cnn.com/2009/US/04/22/latino.abuse/,"Poor Latinos are victims of abuse nationwide, activists say - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00203.txt,5383,True,ok
HP00204,cnn,http://web.archive.org/web/20150103101512id_/http://edition.cnn.com/2014/09/14/studentnews/sn-content-mon/index.html,"CNN Student News - September 15, 2014",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00204.txt,1272,True,ok
HP00211,cnn,http://web.archive.org/web/20141203105726id_/http://edition.cnn.com:80/2014/11/24/sport/football/football-rayo-vallecano-evictions,Rayo Vallecano: 'Beautiful gesture' from 'guardian angel' towards homeless,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00211.txt,6945,True,ok
HP00228,cnn,http://web.archive.org/web/20111229035549id_/http://edition.cnn.com:80/2011/11/25/sport/tennis/tennis-atp-tour-finals-business,Serving up big business for men's tennis - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00228.txt,5385,True,ok
HP00229,cnn,http://web.archive.org/web/20150407045044id_/http://www.cnn.com/2012/11/29/living/war-on-men/,The mythical 'war on men' - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00229.txt,5938,True,ok
HP00285,cnn,http://web.archive.org/web/20141222093414id_/http://www.cnn.com/2013/08/05/world/asia/china-human-breast-milk-sales/,Chinese mothers cash in on formula scare by selling human milk,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00285.txt,4224,True,ok
HP00331,cnn,http://web.archive.org/web/20141201120445id_/http://www.cnn.com:80/2009/WORLD/europe/11/17/italy.food.summit/,"U.N. chief: Hunger kills 17,000 kids daily - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00331.txt,3005,True,ok
HP00337,cnn,http://web.archive.org/web/20150629024058id_/http://www.cnn.com/2012/01/13/living/girl-scout-boycott/,"Girl Scouts accepts transgender kid, provokes cookie boycott - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00337.txt,4164,True,ok
HP00338,cnn,http://web.archive.org/web/20150331053415id_/http://edition.cnn.com/2013/11/22/world/cooking-up-a-storm-chef-poland/index.html,Cooking up a storm: Chef puts Polish cuisine on the map - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00338.txt,3616,True,ok
HP00339,cnn,http://web.archive.org/web/20120622033005id_/http://www.cnn.com:80/2012/06/21/justice/dating-game-killer-case/,'Dating Game Killer' suspect pleads not guilty - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00339.txt,4271,True,ok
HP00341,cnn,http://web.archive.org/web/20111130062617id_/http://edition.cnn.com/2011/WORLD/africa/02/04/egypt.mubarak.profile/,Debate swirls over Mubarak legacy,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00341.txt,6232,True,ok
HP00351,cnn,http://web.archive.org/web/20130517054521id_/http://www.cnn.com:80/2013/02/02/us/alabama-child-hostage,Alabama hostage suspect urged to let boy 'go home to his mother',pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00351.txt,5302,True,ok
HP00362,cnn,http://web.archive.org/web/20090917074834id_/http://www.cnn.com:80/2009/WORLD/asiapcf/07/15/india.space/,India's space odyssey: Moon dreams move east - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00362.txt,4694,True,ok
HP00363,cnn,http://web.archive.org/web/20130902184227id_/http://www.cnn.com/2013/08/27/studentnews/sn-curriculum-wed,"CNN Student News - August 28, 2013",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00363.txt,3008,True,ok
HP00368,cnn,http://web.archive.org/web/20111223190106id_/http://edition.cnn.com:80/2011/US/studentnews/05/30/transcript.tue/index.html,"CNN Student News Transcript: May 31, 2011",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00368.txt,9000,True,ok
HP00389,cnn,http://web.archive.org/web/20150522043014id_/http://www.cnn.com/2013/12/01/travel/new-york-train-derails/,"New York derailment kills 4, hurts dozens - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00389.txt,7353,True,ok
HP00390,cnn,http://web.archive.org/web/20141012193535id_/http://www.cnn.com/2014/02/03/justice/california-alleged-teacher-abuse/,California educator accused on YouTube of sexual abuse charged with 16 felonies,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00390.txt,3311,True,ok
HP00421,cnn,http://web.archive.org/web/20150315005129id_/http://www.cnn.com/2012/11/03/world/asia/pakistan-acid-attack/,Pakistani Taliban target female students with acid attack - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00421.txt,4501,True,ok
HP00431,cnn,http://web.archive.org/web/20130727084409id_/http://www.cnn.com/2012/01/17/travel/cruise-ship-passenger-safety,"In a cruise ship crisis, what should happen?",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00431.txt,5885,True,ok
HP00433,cnn,http://web.archive.org/web/20140819130208id_/http://www.cnn.com:80/2012/02/03/world/asia/cambodia-duch-appeal/,Leader of Khmer Rouge torture prison gets life sentence,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00433.txt,1533,True,ok
HP00435,cnn,http://web.archive.org/web/20110117112300id_/http://www.cnn.com:80/2011/US/studentnews/01/12/transcript.thu/,"CNN Student News Transcript: January 13, 2011",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00435.txt,9496,True,ok
HP00465,cnn,http://web.archive.org/web/20150320032456id_/http://www.cnn.com/2010/OPINION/02/04/france.burqa.ban/,Opinion: Why I'm proud to wear the burqa - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00465.txt,4134,True,ok
HP00471,cnn,http://web.archive.org/web/20140826201942id_/http://www.cnn.com/2008/LIVING/studentnews/02/04/one.sheet.right.to.vote/index.html,CNN Student News One-Sheet: The Right to Vote - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00471.txt,4726,True,ok
HP00487,cnn,http://web.archive.org/web/20130902045450id_/http://www.cnn.com/2011/11/25/world/americas/peru-van-der-sloot,Peruvian murder trial for van der Sloot set for January,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00487.txt,2539,True,ok
HP00497,cnn,http://web.archive.org/web/20080224031124id_/http://www.cnn.com:80/2007/WORLD/meast/11/09/iraq.children/index.html?iref=topnews,"Iraq's new crisis: Moms, dads abandoning kids - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00497.txt,5394,True,ok
HP00503,cnn,http://web.archive.org/web/20130328150840id_/http://www.cnn.com/2013/01/09/opinion/lemmon-malala-girls-rights/,"Malala, others on front lines in fight for women",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00503.txt,4722,True,ok
HP00513,cnn,http://web.archive.org/web/20130723020000id_/http://www.cnn.com/2011/09/14/us/lucky-turtle,A lucky loggerhead turtle survives the odds,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00513.txt,2760,True,ok
HP00525,cnn,http://web.archive.org/web/20130625155556id_/http://www.cnn.com/2013/06/05/justice/fort-hood-suspect-questions-victims,Fort Hood shooting suspect could question victims at court-martial,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00525.txt,2521,True,ok
HP00526,cnn,http://web.archive.org/web/20150107055845id_/http://edition.cnn.com/2008/SPORT/05/01/yoshinobumiyake/index.html,Yoshinobu Miyake - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00526.txt,1639,True,ok
HP00528,cnn,http://web.archive.org/web/20130110153609id_/http://www.cnn.com:80/2012/11/21/world/meast/gaza-israel-key-developments/index.html,Latest key developments in the Gaza-Israel conflict,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00528.txt,32618,True,ok
HP00529,cnn,http://web.archive.org/web/20140313175004id_/http://www.cnn.com:80/2014/03/10/showbiz/celebrity-news-gossip/elisabeth-moss-new-york-profile-ew,Elisabeth Moss talks marriage and 'Mad Men' in 'New York' profile,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00529.txt,2918,True,ok
HP00536,cnn,http://web.archive.org/web/20130207165558id_/http://www.cnn.com:80/2013/02/02/world/africa/mali-conflict,French leader makes jubilant trip to Mali to thank his troops battling militants,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00536.txt,12664,True,ok
HP00542,cnn,http://web.archive.org/web/20120706073344id_/http://edition.cnn.com:80/2012/05/19/world/europe/italy-blast/?hpt=hp_t3,"Blast outside school in Italy kills at least 1, several wounded - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00542.txt,3953,True,ok
HP00546,cnn,http://web.archive.org/web/20120825104728id_/http://www.cnn.com:80/2012/07/05/showbiz/celebrity-news-gossip/frank-ocean-out-response,Frank Ocean effect: What happens when a hip hop artist confesses same sex love? - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00546.txt,4092,True,ok
HP00550,cnn,http://web.archive.org/web/20130503154738id_/http://www.cnn.com/2013/04/30/sport/lions-gatland-warburton-australia-wilkinson/index.html,Welsh star Warburton to lead Lions but Wilkinson is left out,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00550.txt,3951,True,ok
HP00557,cnn,http://web.archive.org/web/20141209071953id_/http://www.cnn.com:80/2014/10/13/health/ebola-hospital-protocols,What's a hospital supposed to do if an Ebola patient shows up?,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00557.txt,3660,True,ok
HP00562,cnn,http://web.archive.org/web/20150320225126id_/http://www.cnn.com/2013/08/14/tech/web/hacked-baby-monitor/,Foul-mouthed hacker hijacks baby's monitor - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00562.txt,4069,True,ok
HP00614,cnn,http://web.archive.org/web/20100622041017id_/http://www.cnn.com:80/2007/US/09/05/bomb.threat.scam/index.html,"Telephone bomb threat suspect tied to other cases, sources say - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00614.txt,2415,True,ok
HP00637,cnn,http://web.archive.org/web/20150329171917id_/http://www.cnn.com/2013/05/14/us/ntsb-blood-alcohol/,Tougher drunk-driving threshold proposed to reduce traffic deaths - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00637.txt,7378,True,ok
HP00645,cnn,http://web.archive.org/web/20140407220502id_/http://www.cnn.com/2013/03/23/opinion/avishai-young-women/,"Young women are ambitious, but worried",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00645.txt,4759,True,ok
HP00656,cnn,http://web.archive.org/web/20141213050125id_/http://www.cnn.com/2014/10/10/showbiz/celebrity-news-gossip/shia-labeouf-ellen/,Shia LaBeouf explains Shia LaBeouf,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00656.txt,10631,True,ok
HP00657,cnn,http://web.archive.org/web/20130827163715id_/http://www.cnn.com/2013/08/27/us/newtown-back-to-school,Newtown students start first new school year after shooting,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00657.txt,3065,True,ok
HP00671,cnn,http://web.archive.org/web/20120727183559id_/http://www.cnn.com/2012/07/25/health/hepatitis-c-infections/,Hepatitis outbreak in New Hampshire strikes fear in 7 other states - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00671.txt,8817,True,ok
HP00704,cnn,http://web.archive.org/web/20100423115105id_/http://www.cnn.com:80/2010/CRIME/04/19/doctor.sex.charges/?,Delaware pediatrician faces more sex charges - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00704.txt,1219,True,ok
HP00705,cnn,http://web.archive.org/web/20140911011549id_/http://www.cnn.com:80/2014/06/30/us/donald-sterling-medical-exam,New doctor declares Los Angeles Clippers owner Donald Sterling mentally fit,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00705.txt,2094,True,ok
HP00711,cnn,http://web.archive.org/web/20150618233352id_/http://edition.cnn.com/2014/11/18/world/africa/idris-elba-mandela-album/index.html,"Stringer Bell, Luther, Mandela... the album?",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00711.txt,4189,True,ok
HP00713,cnn,http://web.archive.org/web/20110729091630id_/http://edition.cnn.com/2011/CRIME/07/28/new.hampshire.missing.girl/,Fresh plea for help as search grows for missing N.H. girl,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00713.txt,2844,True,ok
HP00714,cnn,http://web.archive.org/web/20140923131000id_/http://www.cnn.com/2014/04/21/us/washington-boy-scouts-revoke-charter-gay-scoutmaster/,Boy Scouts revoke Seattle church's charter over gay scoutmaster,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00714.txt,4047,True,ok
HP00715,cnn,http://web.archive.org/web/20140914005907id_/http://www.cnn.com/2010/US/04/23/oregon.boy.scout.abuse/,Jury verdict hits Boy Scouts with $18.5 million in punitive damages - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00715.txt,3746,True,ok
HP00721,cnn,http://web.archive.org/web/20120309063916id_/http://edition.cnn.com/2011/US/studentnews/07/13/transcript.thu/index.html,"CNN Student News Transcript: Summer Show - July 14, 2011",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00721.txt,7268,True,ok
HP00723,cnn,http://web.archive.org/web/20140720014913id_/http://www.cnn.com:80/2008/HEALTH/08/14/beauty.and.the.trash/index.html,Beauty and the trash in India - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00723.txt,3103,True,ok
HP00735,cnn,http://web.archive.org/web/20130313235302id_/http://www.cnn.com/2009/CRIME/08/13/florida.tobacco.award/index.html?iref=topnews,"Man, 92, wins $1.9 million tobacco judgment in wife's death - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00735.txt,2591,True,ok
HP00739,cnn,http://web.archive.org/web/20140329113844id_/http://www.cnn.com:80/2010/OPINION/01/11/yeffet.air.security.israel/,How the Israelis do airport security - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00739.txt,8191,True,ok
HP00749,cnn,http://web.archive.org/web/20141217090151id_/http://edition.cnn.com/2010/US/09/06/california.skyscraper.man/index.html?hpt=T2,'Skyscraper Man' climbs giant tower in California - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00749.txt,1053,True,ok
HP00757,cnn,http://web.archive.org/web/20130909042438id_/http://www.cnn.com:80/2013/09/05/health/creutzfeldt-jakob-brain-disease,Fatal brain disease potentially affects five people in Massachusetts,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00757.txt,3115,True,ok
HP00763,cnn,http://web.archive.org/web/20141206061737id_/http://www.cnn.com:80/2014/08/01/health/ebola-outbreak/,2 Americans infected with Ebola in Liberia coming to Atlanta hospital,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00763.txt,6448,True,ok
HP00788,cnn,http://web.archive.org/web/20130302053709id_/http://www.cnn.com/2012/05/30/us/california-gay-to-straight/,California Senate moves to ban gay-to-straight therapy for kids,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00788.txt,5771,True,ok
HP00816,cnn,http://web.archive.org/web/20140325030217id_/http://edition.cnn.com/2009/CRIME/03/17/nigeria.scam/index.html,Nigerian's scam nets 19-year sentence - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00816.txt,2010,True,ok
HP00819,cnn,http://web.archive.org/web/20130719015454id_/http://www.cnn.com/2010/CRIME/11/09/new.york.hate.crime.indictments/index.html,3 indicted on two separate hate crimes cases,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00819.txt,2828,True,ok
HP00827,cnn,http://web.archive.org/web/20141130145653id_/http://www.cnn.com:80/2011/HEALTH/03/31/ep.airport.scanners/,Airport security scans: What would your doctor do?,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00827.txt,6182,True,ok
HP00831,cnn,http://web.archive.org/web/20120709090152id_/http://edition.cnn.com:80/2012/06/05/justice/pennsylvania-sandusky-trial/index.html?,First nine jurors selected for Sandusky trial - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00831.txt,8723,True,ok
HP00836,cnn,http://web.archive.org/web/20150103194715id_/http://www.cnn.com/2014/04/17/studentnews/sn-curriculum-fri/index.html,"CNN Student News - April 18, 2014",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00836.txt,2880,True,ok
HP00840,cnn,http://web.archive.org/web/20090927092728id_/http://www.cnn.com:80/2009/LIVING/studentnews/09/22/activity.hispanic.heritage/,CNN Student News Learning Activity: Hispanic Heritage Month - CNN.com,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00840.txt,2662,True,ok
HP00855,cnn,http://web.archive.org/web/20130315024936id_/http://edition.cnn.com/2012/01/10/world/africa/south-africa-stampede/index.html,South Africa: One dead in stampede for university places,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00855.txt,3484,True,ok
HP00860,cnn,http://web.archive.org/web/20131018141445id_/http://www.cnn.com/2011/12/31/world/asia/china-bird-flu,Report: Chinese man dies of bird flu,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00860.txt,2729,True,ok
HP00870,cnn,http://web.archive.org/web/20141206033710id_/http://www.cnn.com:80/2011/11/14/health/lose-weight-mouth-shut-secret,Want to lose weight? Shut your mouth,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00870.txt,4925,True,ok
HP00877,cnn,http://web.archive.org/web/20120112040249id_/http://www.cnn.com/2012/01/11/world/asia/new-zealand-lion/index.html,"Kiwi versus big cat: Toddler confronts large, angry lion - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00877.txt,1576,True,ok
HP00894,cnn,http://web.archive.org/web/20100329224149id_/http://www.cnn.com:80/2008/WORLD/africa/11/25/congo.rape/index.html,"Rapes in Congo increase, aid group says - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00894.txt,1776,True,ok
HP00899,cnn,http://web.archive.org/web/20141013085653id_/http://www.cnn.com:80/2014/03/17/opinion/opinion-yemen-child-marriage,Opinion: Time to stop child marriage in Yemen and give girls back their childhood,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00899.txt,4198,True,ok
HP00919,cnn,http://web.archive.org/web/20120620171159id_/http://edition.cnn.com:80/2012/04/09/justice/teen-sex-coercion/index.html?,"Man coerced boys to perform sex acts via Internet video, FBI says - CNN.com",pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00919.txt,3054,True,ok
HP00928,cnn,http://web.archive.org/web/20130727020253id_/http://edition.cnn.com/2013/05/27/sport/rutgers-ad-controversy,Fresh abuse claims rock Rutgers; new athletic director denies accusations,pipelines/cnn_dm_v3_gendered_focus/02_human_raw/articles_txt/HP00928.txt,6340,True,ok
